番組タイトル,シーズンNO,エピソードNO,エピソードタイトル,エピソード詳細,episode_length,episode_release_date,episode_id,show_id,season_id,番組詳細
アオツバメ通りの放課後,7,5,"シーズン7 第5話「気まずい沈黙」",路地裏のカフェで起きた出来事をきっかけに、メンバーたちは計画を立て直す。,55,"2018/4/24 0:45",77,1,7,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,8,1,"シーズン8 第1話「消えたノート」",屋上で起きた出来事をきっかけに、メンバーたちはそれぞれの本音がこぼれる。,56,"2018/8/11 0:00",85,1,8,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,8,2,"シーズン8 第2話「笑顔の条件」",帰り道で起きた出来事をきっかけに、メンバーたちは勘違いをほどく。,56,"2018/8/19 12:15",86,1,8,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,8,3,"シーズン8 第3話「やさしい嘘」",放課後の教室で起きた出来事をきっかけに、メンバーたちは大切なものに気づく。,54,"2018/8/26 12:00",87,1,8,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,8,4,"シーズン8 第4話「寄り道ミッション」",路地裏のカフェで起きた出来事をきっかけに、メンバーたちは小さな勝負に挑む。,55,"2018/9/1 18:00",88,1,8,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,1,"シーズン9 第1話「新しい相棒」",帰り道で起きた出来事をきっかけに、メンバーたちは計画を立て直す。,56,"2018/12/27 0:45",97,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,2,"シーズン9 第2話「小さな革命」",放課後の教室で起きた出来事をきっかけに、メンバーたちはひらめきを形にする。,55,"2019/1/4 9:15",98,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,3,"シーズン9 第3話「もふもふ事件」",路地裏のカフェで起きた出来事をきっかけに、メンバーたちは手探りで解決を目指す。,56,"2019/1/10 0:30",99,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,4,"シーズン9 第4話「素直になれない」",小さな商店街で起きた出来事をきっかけに、メンバーたちはそれぞれの本音がこぼれる。,54,"2019/1/17 12:45",100,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,5,"シーズン9 第5話「交換日記」",秘密基地で起きた出来事をきっかけに、メンバーたちは勘違いをほどく。,56,"2019/1/25 0:00",101,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,6,"シーズン9 第6話「雨の日の作戦」",キッチンで起きた出来事をきっかけに、メンバーたちは大切なものに気づく。,57,"2019/2/1 20:00",102,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,7,"シーズン9 第7話「新しい相棒」",配信スタジオで起きた出来事をきっかけに、メンバーたちは小さな勝負に挑む。,55,"2019/2/9 0:30",103,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,8,"シーズン9 第8話「小さな革命」",公園のベンチで起きた出来事をきっかけに、メンバーたちは新しい習慣を試す。,57,"2019/2/15 18:00",104,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,9,"シーズン9 第9話「もふもふ事件」",駅前広場で起きた出来事をきっかけに、メンバーたちは遠回りして答えに近づく。,54,"2019/2/22 20:15",105,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,10,"シーズン9 第10話「素直になれない」",図書室で起きた出来事をきっかけに、メンバーたちは思わぬ協力関係が生まれる。,56,"2019/3/2 18:15",106,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,11,"シーズン9 第11話「交換日記」",体育館の片隅で起きた出来事をきっかけに、メンバーたちは計画を立て直す。,56,"2019/3/9 20:30",107,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,9,12,"シーズン9 第12話「雨の日の作戦」",屋上で起きた出来事をきっかけに、メンバーたちはひらめきを形にする。,55,"2019/3/15 0:00",108,1,9,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,10,1,"シーズン10 第1話「伝言ゲーム」",放課後の教室で起きた出来事をきっかけに、メンバーたちは新しい習慣を試す。,54,"2019/5/14 0:30",109,1,10,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,10,2,"シーズン10 第2話「勇気のスイッチ」",路地裏のカフェで起きた出来事をきっかけに、メンバーたちは遠回りして答えに近づく。,53,"2019/5/21 0:30",110,1,10,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,10,3,"シーズン10 第3話「はじめての挑戦」",小さな商店街で起きた出来事をきっかけに、メンバーたちは思わぬ協力関係が生まれる。,53,"2019/5/30 18:45",111,1,10,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,10,4,"シーズン10 第4話「神ワザ発見」",秘密基地で起きた出来事をきっかけに、メンバーたちは計画を立て直す。,53,"2019/6/5 12:00",112,1,10,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,10,5,"シーズン10 第5話「予想外の来客」",キッチンで起きた出来事をきっかけに、メンバーたちはひらめきを形にする。,53,"2019/6/13 18:15",113,1,10,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,1,"シーズン11 第1話「真夜中の相談」",路地裏のカフェで起きた出来事をきっかけに、メンバーたちは勘違いをほどく。,53,"2019/10/1 18:15",121,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,2,"シーズン11 第2話「最終テスト」",小さな商店街で起きた出来事をきっかけに、メンバーたちは大切なものに気づく。,56,"2019/10/7 18:15",122,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,3,"シーズン11 第3話「時間の使い方」",秘密基地で起きた出来事をきっかけに、メンバーたちは小さな勝負に挑む。,54,"2019/10/13 0:45",123,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,4,"シーズン11 第4話「小さな約束」",キッチンで起きた出来事をきっかけに、メンバーたちは新しい習慣を試す。,55,"2019/10/21 20:30",124,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,5,"シーズン11 第5話「深夜のひらめき」",配信スタジオで起きた出来事をきっかけに、メンバーたちは遠回りして答えに近づく。,57,"2019/10/29 0:45",125,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,6,"シーズン11 第6話「うっかりトラブル」",公園のベンチで起きた出来事をきっかけに、メンバーたちは思わぬ協力関係が生まれる。,57,"2019/11/3 9:30",126,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,7,"シーズン11 第7話「真夜中の相談」",駅前広場で起きた出来事をきっかけに、メンバーたちは計画を立て直す。,53,"2019/11/12 18:15",127,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,8,"シーズン11 第8話「最終テスト」",図書室で起きた出来事をきっかけに、メンバーたちはひらめきを形にする。,57,"2019/11/19 0:15",128,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,9,"シーズン11 第9話「時間の使い方」",体育館の片隅で起きた出来事をきっかけに、メンバーたちは手探りで解決を目指す。,57,"2019/11/24 20:45",129,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,10,"シーズン11 第10話「小さな約束」",屋上で起きた出来事をきっかけに、メンバーたちはそれぞれの本音がこぼれる。,53,"2019/12/3 12:15",130,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,11,"シーズン11 第11話「深夜のひらめき」",帰り道で起きた出来事をきっかけに、メンバーたちは勘違いをほどく。,56,"2019/12/9 18:00",131,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,11,12,"シーズン11 第12話「うっかりトラブル」",放課後の教室で起きた出来事をきっかけに、メンバーたちは大切なものに気づく。,54,"2019/12/16 9:15",132,1,11,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,12,1,"シーズン12 第1話「忘れ物ミステリー」",小さな商店街で起きた出来事をきっかけに、メンバーたちはひらめきを形にする。,56,"2020/2/15 20:15",133,1,12,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,12,2,"シーズン12 第2話「気まずい沈黙」",秘密基地で起きた出来事をきっかけに、メンバーたちは手探りで解決を目指す。,54,"2020/2/23 20:00",134,1,12,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,12,3,"シーズン12 第3話「ルール変更」",キッチンで起きた出来事をきっかけに、メンバーたちはそれぞれの本音がこぼれる。,56,"2020/2/29 0:00",135,1,12,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,12,4,"シーズン12 第4話「迷子のアイデア」",配信スタジオで起きた出来事をきっかけに、メンバーたちは勘違いをほどく。,54,"2020/3/8 20:30",136,1,12,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,13,1,"シーズン13 第1話「寄り道ミッション」",秘密基地で起きた出来事をきっかけに、メンバーたちは遠回りして答えに近づく。,53,"2020/7/1 20:15",145,1,13,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,13,2,"シーズン13 第2話「焦げたパン」",キッチンで起きた出来事をきっかけに、メンバーたちは思わぬ協力関係が生まれる。,53,"2020/7/9 22:15",146,1,13,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,13,3,"シーズン13 第3話「秘密のメモ」",配信スタジオで起きた出来事をきっかけに、メンバーたちは計画を立て直す。,53,"2020/7/16 18:15",147,1,13,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,14,1,"シーズン14 第1話「素直になれない」",キッチンで起きた出来事をきっかけに、メンバーたちは大切なものに気づく。,55,"2020/11/18 0:15",157,1,14,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,14,2,"シーズン14 第2話「交換日記」",配信スタジオで起きた出来事をきっかけに、メンバーたちは小さな勝負に挑む。,56,"2020/11/23 18:00",158,1,14,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,15,1,"シーズン15 第1話「神ワザ発見」",配信スタジオで起きた出来事をきっかけに、メンバーたちは手探りで解決を目指す。,53,"2021/4/4 12:30",169,1,15,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,15,2,"シーズン15 第2話「予想外の来客」",公園のベンチで起きた出来事をきっかけに、メンバーたちはそれぞれの本音がこぼれる。,56,"2021/4/10 18:15",170,1,15,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,15,3,"シーズン15 第3話「特別なレシピ」",駅前広場で起きた出来事をきっかけに、メンバーたちは勘違いをほどく。,54,"2021/4/19 22:00",171,1,15,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,15,4,"シーズン15 第4話「伝言ゲーム」",図書室で起きた出来事をきっかけに、メンバーたちは大切なものに気づく。,56,"2021/4/26 18:00",172,1,15,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,15,5,"シーズン15 第5話「勇気のスイッチ」",体育館の片隅で起きた出来事をきっかけに、メンバーたちは小さな勝負に挑む。,54,"2021/5/1 18:30",173,1,15,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,15,6,"シーズン15 第6話「はじめての挑戦」",屋上で起きた出来事をきっかけに、メンバーたちは新しい習慣を試す。,56,"2021/5/9 0:00",174,1,15,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,16,1,"シーズン16 第1話「小さな約束」",公園のベンチで起きた出来事をきっかけに、メンバーたちは思わぬ協力関係が生まれる。,55,"2021/8/21 0:00",181,1,16,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,16,2,"シーズン16 第2話「深夜のひらめき」",駅前広場で起きた出来事をきっかけに、メンバーたちは計画を立て直す。,57,"2021/8/26 0:30",182,1,16,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,16,3,"シーズン16 第3話「うっかりトラブル」",図書室で起きた出来事をきっかけに、メンバーたちはひらめきを形にする。,57,"2021/9/2 12:00",183,1,16,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,17,1,"シーズン17 第1話「迷子のアイデア」",駅前広場で起きた出来事をきっかけに、メンバーたちは小さな勝負に挑む。,57,"2022/1/6 18:45",193,1,17,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,17,2,"シーズン17 第2話「逆転の一手」",図書室で起きた出来事をきっかけに、メンバーたちは新しい習慣を試す。,57,"2022/1/13 18:30",194,1,17,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,17,3,"シーズン17 第3話「偶然の再会」",体育館の片隅で起きた出来事をきっかけに、メンバーたちは遠回りして答えに近づく。,54,"2022/1/20 0:15",195,1,17,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,17,4,"シーズン17 第4話「忘れ物ミステリー」",屋上で起きた出来事をきっかけに、メンバーたちは思わぬ協力関係が生まれる。,55,"2022/1/26 18:45",196,1,17,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,17,5,"シーズン17 第5話「気まずい沈黙」",帰り道で起きた出来事をきっかけに、メンバーたちは計画を立て直す。,56,"2022/2/1 20:00",197,1,17,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,17,6,"シーズン17 第6話「ルール変更」",放課後の教室で起きた出来事をきっかけに、メンバーたちはひらめきを形にする。,57,"2022/2/9 18:00",198,1,17,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,17,7,"シーズン17 第7話「迷子のアイデア」",路地裏のカフェで起きた出来事をきっかけに、メンバーたちは手探りで解決を目指す。,56,"2022/2/15 18:15",199,1,17,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,17,8,"シーズン17 第8話「逆転の一手」",小さな商店街で起きた出来事をきっかけに、メンバーたちはそれぞれの本音がこぼれる。,56,"2022/2/23 9:15",200,1,17,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,17,9,"シーズン17 第9話「偶然の再会」",秘密基地で起きた出来事をきっかけに、メンバーたちは勘違いをほどく。,56,"2022/3/2 18:15",201,1,17,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,17,10,"シーズン17 第10話「忘れ物ミステリー」",キッチンで起きた出来事をきっかけに、メンバーたちは大切なものに気づく。,53,"2022/3/10 0:15",202,1,17,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,17,11,"シーズン17 第11話「気まずい沈黙」",配信スタジオで起きた出来事をきっかけに、メンバーたちは小さな勝負に挑む。,54,"2022/3/15 20:15",203,1,17,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,1,"シーズン18 第1話「消えたノート」",図書室で起きた出来事をきっかけに、メンバーたちはそれぞれの本音がこぼれる。,53,"2022/5/22 0:30",205,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,2,"シーズン18 第2話「笑顔の条件」",体育館の片隅で起きた出来事をきっかけに、メンバーたちは勘違いをほどく。,54,"2022/5/30 9:15",206,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,3,"シーズン18 第3話「やさしい嘘」",屋上で起きた出来事をきっかけに、メンバーたちは大切なものに気づく。,54,"2022/6/5 9:00",207,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,4,"シーズン18 第4話「寄り道ミッション」",帰り道で起きた出来事をきっかけに、メンバーたちは小さな勝負に挑む。,56,"2022/6/13 12:30",208,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,5,"シーズン18 第5話「焦げたパン」",放課後の教室で起きた出来事をきっかけに、メンバーたちは新しい習慣を試す。,56,"2022/6/21 20:15",209,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,6,"シーズン18 第6話「秘密のメモ」",路地裏のカフェで起きた出来事をきっかけに、メンバーたちは遠回りして答えに近づく。,55,"2022/6/28 12:15",210,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,7,"シーズン18 第7話「消えたノート」",小さな商店街で起きた出来事をきっかけに、メンバーたちは思わぬ協力関係が生まれる。,55,"2022/7/4 18:45",211,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,8,"シーズン18 第8話「笑顔の条件」",秘密基地で起きた出来事をきっかけに、メンバーたちは計画を立て直す。,56,"2022/7/10 18:00",212,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,9,"シーズン18 第9話「やさしい嘘」",キッチンで起きた出来事をきっかけに、メンバーたちはひらめきを形にする。,54,"2022/7/18 22:45",213,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,10,"シーズン18 第10話「寄り道ミッション」",配信スタジオで起きた出来事をきっかけに、メンバーたちは手探りで解決を目指す。,56,"2022/7/26 0:15",214,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,11,"シーズン18 第11話「焦げたパン」",公園のベンチで起きた出来事をきっかけに、メンバーたちはそれぞれの本音がこぼれる。,54,"2022/8/2 22:15",215,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
アオツバメ通りの放課後,18,12,"シーズン18 第12話「秘密のメモ」",駅前広場で起きた出来事をきっかけに、メンバーたちは勘違いをほどく。,55,"2022/8/8 12:30",216,1,18,ゆるい会話と実例で、アオツバメ通りの放課後を身近に感じられる番組。
